"","CRUISE_ID","YEAR","SURVEY_NAME","REGION","VESSEL_ID","CRUISE","VESSEL_NAME","SPONSOR_ACRONYM","START_DATE","END_DATE","CRUISEJOIN","CRUISE_DATA_COLLECTED","CRUISE_DATA_IN_EDIT","CRUISE_DATA_IN_RACEBASE","CRUISE_DATA_IN_FINAL","VESSEL_COUNTRY","SURVEY_DEFINITION_ID","SURVEY_ID"
"281",236,1980,"RACE Shrimp Survey by Kodiak Lab","GOA",14,198003,"OREGON","RACE",1980-08-12,1980-09-16,240,"Y","N","Y","N","UNITED STATES OF AMERICA",42,188
"282",60,1970,"RACE Shrimp Survey by Kodiak Lab","GOA",15,197003,"PACIFIC LADY","RACE",1970-08-30,1970-10-10,241,"Y","N","Y","N","UNITED STATES OF AMERICA",42,62
"283",213,1980,"Winter Groundfish Survey - Kodiak","GOA",21,198001,"MILLER FREEMAN","RACE",1980-02-20,1980-04-13,252,"Y","N","Y","N","UNITED STATES OF AMERICA",46,190
"284",245,1980,"Gulf of Alaska Groundfish Survey - Cape Ommaney","GOA",21,198004,"MILLER FREEMAN","RACE",1980-11-09,1980-11-20,253,"Y","N","Y","N","UNITED STATES OF AMERICA",86,198
"285",254,1981,"Western Gulf Pacific Cod Survey","GOA",21,198103,"MILLER FREEMAN","RACE",1981-04-20,1981-05-04,255,"Y","N","Y","N","UNITED STATES OF AMERICA",37,225
"286",280,1981,"Rockfish Trawl Survey - SE Alaska","GOA",21,198107,"MILLER FREEMAN","RACE",1981-11-13,1981-11-28,257,"Y","N","Y","N","UNITED STATES OF AMERICA",44,227
"287",290,1982,"Rockfish Trawl Survey - SE Alaska","GOA",21,198201,"MILLER FREEMAN","RACE",1982-05-31,1982-06-05,258,"Y","N","Y","N","UNITED STATES OF AMERICA",44,250
"288",305,1983,"Sablefish Spawning Trawl Survey by Auke Bay Lab","GOA",21,198300,"MILLER FREEMAN","RACE",1983-01-29,1983-02-04,259,"Y","N","Y","N","UNITED STATES OF AMERICA",89,274
"289",321,1983,"Aleutian Islands Bottom Trawl Survey","AI",21,198303,"MILLER FREEMAN","RACE",1983-07-28,1983-08-14,261,"Y","N","Y","N","UNITED STATES OF AMERICA",52,269
"290",326,1983,"Gulf of Alaska Groundfish Survey - Comparison Tows","GOA",21,198304,"MILLER FREEMAN","RACE",1983-09-26,1983-10-06,262,"Y","N","Y","N","UNITED STATES OF AMERICA",94,275
"291",329,1984,"Winter Pacific Cod Survey","GOA",21,198401,"MILLER FREEMAN","RACE",1984-02-09,1984-02-24,263,"Y","N","Y","N","UNITED STATES OF AMERICA",17,282
"292",331,1984,"Shelikof pollock acoustic-trawl survey","GOA",21,198402,"MILLER FREEMAN","MACE",1984-03-03,1984-04-06,264,"Y","N","Y","N","UNITED STATES OF AMERICA",62,294
"293",352,1984,"Juvenile Sablefish Trawl Survey by Auke Bay Lab","GOA",21,198407,"MILLER FREEMAN","RACE",1984-10-20,1984-10-28,266,"Y","N","Y","N","UNITED STATES OF AMERICA",88,296
"294",369,1986,"Shelikof pollock acoustic-trawl survey","GOA",21,198603,"MILLER FREEMAN","MACE",1986-03-07,1986-03-29,268,"Y","N","Y","N","UNITED STATES OF AMERICA",62,329
"295",372,1986,"Gear Comparison Experiment","GOA",21,198605,"MILLER FREEMAN","RACE",1986-04-15,1986-04-28,269,"Y","N","Y","N","UNITED STATES OF AMERICA",22,321
"296",388,1987,"Shelikof pollock acoustic-trawl survey","GOA",21,198703,"MILLER FREEMAN","MACE",1987-03-12,1987-03-29,270,"Y","N","Y","N","UNITED STATES OF AMERICA",62,342
"297",406,1988,"Shelikof pollock acoustic-trawl survey","GOA",21,198802,"MILLER FREEMAN","MACE",1988-03-07,1988-03-27,271,"Y","N","Y","N","UNITED STATES OF AMERICA",62,354
"298",424,1989,"Shelikof pollock acoustic-trawl survey","GOA",21,198902,"MILLER FREEMAN","MACE",1989-03-15,1989-04-01,272,"Y","N","Y","N","UNITED STATES OF AMERICA",62,371
"299",452,1991,"Shelikof pollock acoustic-trawl survey","GOA",21,199102,"MILLER FREEMAN","MACE",1991-03-16,1991-03-25,276,"Y","N","Y","N","UNITED STATES OF AMERICA",62,392
"300",465,1992,"Shelikof pollock acoustic-trawl survey","GOA",21,199202,"MILLER FREEMAN","MACE",1992-03-13,1992-03-31,277,"Y","N","Y","N","UNITED STATES OF AMERICA",62,401
"301",474,1993,"Shelikof pollock acoustic-trawl survey","GOA",21,199302,"MILLER FREEMAN","MACE",1993-03-14,1993-03-21,278,"Y","N","Y","N","UNITED STATES OF AMERICA",62,409
"302",480,1993,"Gulf of Alaska Bottom Trawl Survey","GOA",21,199309,"MILLER FREEMAN","RACE",1993-07-23,1993-08-30,279,"Y","N","Y","N","UNITED STATES OF AMERICA",47,407
"303",191,1979,"Gulf of Alaska Groundfish Survey - Cape Ommaney","GOA",24,197901,"NORE-DICK","RACE",1979-05-26,1979-08-30,282,"Y","N","Y","N","UNITED STATES OF AMERICA",86,170
"304",293,1982,"IPHC Juvenile Halibut Index Survey (midshelf)","GOA",24,198201,"NORE-DICK","RACE",1982-06-11,1982-07-17,283,"Y","N","Y","N","UNITED STATES OF AMERICA",81,255
"305",394,1987,"Gulf of Alaska Bottom Trawl Survey","GOA",24,198701,"NORE-DICK","RACE",1987-05-31,1987-07-25,284,"Y","N","Y","N","UNITED STATES OF AMERICA",47,337
"306",399,1987,"Gulf of Alaska Bottom Trawl Survey","GOA",24,198702,"NORE-DICK","RACE",1987-08-05,1987-09-10,285,"Y","N","Y","N","UNITED STATES OF AMERICA",47,339
"307",178,1978,"Gulf of Alaska Groundfish Survey","GOA",27,197802,"HEIDI-J","RACE",1978-07-27,1978-09-21,286,"Y","N","Y","N","UNITED STATES OF AMERICA",39,152
"308",232,1980,"Aleutian Islands Bottom Trawl Survey","AI",31,198002,"OCEAN HARVESTER","RACE",1980-07-30,1980-08-20,288,"Y","N","Y","N","UNITED STATES OF AMERICA",52,192
"309",9,1960,"Exploratory Fisheries Cruise - SE Alaska","GOA",32,196001,"NEW HOPE","RACE",1960-09-09,1960-10-03,291,"Y","N","Y","N","UNITED STATES OF AMERICA",67,24
"310",26,1962,"Exploratory Fisheries Cruise - Kenai","GOA",33,196201,"YAQUINA","RACE",1962-07-11,1962-08-15,292,"Y","N","Y","N","UNITED STATES OF AMERICA",53,32
"311",36,1963,"Exploratory Fisheries Cruise - Prince Wm Sound","GOA",33,196302,"YAQUINA","RACE",1963-07-12,1963-09-10,294,"Y","N","Y","N","UNITED STATES OF AMERICA",84,40
"312",35,1963,"Exploratory Fisheries Cruise - Fairweather/Yakutat","GOA",34,196301,"JOHN R. MANNING","RACE",1963-05-20,1963-06-11,295,"Y","N","Y","N","UNITED STATES OF AMERICA",93,41
"313",50,1967,"Exploratory Fisheries Cruise - Kenai","GOA",34,196703,"JOHN R. MANNING","RACE",1967-07-11,1967-08-27,296,"Y","N","Y","N","UNITED STATES OF AMERICA",53,53
"314",54,1968,"Exploratory Fisheries Cruise - Kodiak","GOA",34,196802,"JOHN R. MANNING","RACE",1968-07-03,1968-09-26,297,"Y","N","Y","N","UNITED STATES OF AMERICA",57,56
"315",273,1981,"ADFG Shrimp","GOA",37,198102,"ALASKA","RACE",1981-08-30,1981-09-23,298,"Y","N","Y","N","UNITED STATES OF AMERICA",1,214
"316",398,1987,"Pavlov Bay Shrimp Survey","GOA",37,198702,"ALASKA","RACE",1987-08-05,1987-08-08,301,"Y","N","Y","N","UNITED STATES OF AMERICA",9,334
"317",400,1987,"Young of the Year Studies","GOA",37,198703,"ALASKA","RACE",1987-08-13,1987-09-19,302,"Y","N","Y","N","UNITED STATES OF AMERICA",18,335
"318",412,1988,"Pavlov Bay Shrimp Survey","GOA",37,198802,"ALASKA","RACE",1988-08-10,1988-08-15,303,"Y","N","Y","N","UNITED STATES OF AMERICA",9,345
"319",264,1981,"Gulf of Alaska Groundfish Survey","GOA",31,198101,"OCEAN HARVESTER","RACE",1981-06-05,1981-08-17,289,"Y","N","Y","N","UNITED STATES OF AMERICA",39,228
"320",39,1964,"Exploratory Fisheries Cruise - Kodiak","GOA",38,196402,"PARAGON 1","RACE",1964-06-16,1964-09-15,306,"Y","N","Y","N","UNITED STATES OF AMERICA",57,43
"321",241,1980,"ADFG Shrimp","GOA",41,198001,"RESOLUTION","RACE",1980-09-09,1980-09-23,307,"Y","N","Y","N","UNITED STATES OF AMERICA",1,182
"322",275,1981,"ADFG Shrimp","GOA",41,198101,"RESOLUTION","RACE",1981-09-03,1981-10-03,308,"Y","N","Y","N","UNITED STATES OF AMERICA",1,214
"323",239,1980,"ADFG Shrimp","GOA",42,198001,"COMMANDER","RACE",1980-08-23,1980-09-16,309,"Y","N","Y","N","UNITED STATES OF AMERICA",1,182
"324",238,1980,"ADFG Shrimp","GOA",43,198001,"ROYAL BARON","RACE",1980-08-23,1980-09-05,310,"Y","N","Y","N","UNITED STATES OF AMERICA",1,182
"325",226,1980,"Aleutian Islands Bottom Trawl Survey","AI",44,198001,"HALF MOON BAY","RACE",1980-07-03,1980-08-15,312,"Y","N","Y","N","UNITED STATES OF AMERICA",52,192
"326",257,1981,"Sablefish Pot Index Survey","GOA",46,198101,"STELLER","RACE",1981-05-19,1981-05-28,313,"Y","N","Y","N","UNITED STATES OF AMERICA",26,221
"327",340,1984,"Gulf of Alaska Bottom Trawl Survey","GOA",57,198401,"MORNING STAR","RACE",1984-06-20,1984-08-19,314,"Y","N","Y","N","UNITED STATES OF AMERICA",47,288
"328",341,1984,"Gulf of Alaska Bottom Trawl Survey","GOA",58,198401,"OCEAN SPRAY","RACE",1984-06-27,1984-08-22,316,"Y","N","Y","N","UNITED STATES OF AMERICA",47,288
"329",382,1986,"Aleutian Islands Bottom Trawl Survey","AI",66,198601,"LETS GO","RACE",1986-07-24,1986-09-24,317,"Y","N","Y","N","UNITED STATES OF AMERICA",52,327
"330",393,1987,"Gulf of Alaska Bottom Trawl Survey","GOA",66,198701,"LETS GO","RACE",1987-05-31,1987-09-06,318,"Y","N","Y","N","UNITED STATES OF AMERICA",47,337
"331",397,1987,"Gulf of Alaska Bottom Trawl Survey","GOA",66,198702,"LETS GO","RACE",1987-07-13,1987-07-28,319,"Y","N","Y","N","UNITED STATES OF AMERICA",47,338
"332",228,1980,"Aleutian Islands Bottom Trawl Survey","AI",552,198001,"HATSUE MARU NO. 62","RACE",1980-07-06,1980-11-03,324,"Y","N","Y","N","JAPAN",52,192
"333",320,1983,"Aleutian Islands Bottom Trawl Survey","AI",554,198301,"DAITO MARU NO. 38","RACE",1983-07-15,1983-11-01,325,"Y","N","Y","N","JAPAN",52,269
"334",343,1984,"Gulf of Alaska Bottom Trawl Survey","GOA",555,198401,"DAIKICHI MARU NO. 37","RACE",1984-07-14,1984-10-03,326,"Y","N","Y","N","JAPAN",47,288
"335",346,1984,"Gulf of Alaska Bottom Trawl Survey","GOA",57,198402,"MORNING STAR","RACE",1984-08-23,1984-09-08,315,"Y","N","Y","N","UNITED STATES OF AMERICA",47,289
"336",533,1998,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",88,199801,"ARCTURUS","RACE",1998-06-09,1998-07-29,937212,"Y","N","Y","N","UNITED STATES OF AMERICA",98,451
"337",532,1998,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",89,199801,"ALDEBARAN","RACE",1998-06-09,1998-07-29,937213,"Y","N","Y","N","UNITED STATES OF AMERICA",98,451
"338",357,1985,"Gear Catchability Research","WC",2,198501,"JOHN N. COBB","RACE",1985-04-04,1985-05-10,385,"Y","N","Y","N","UNITED STATES OF AMERICA",20,306
"339",402,1987,"WDFW Puget Sound Survey","WC",2,198705,"JOHN N. COBB","RACE",1987-09-29,1987-10-30,386,"Y","N","Y","N","UNITED STATES OF AMERICA",8,333
"340",69,1971,"Oregon Dept Fish & Wildlife Flatfish Survey","WC",4,197105,"COMMANDO","RACE",1971-09-05,1971-10-03,387,"Y","N","Y","N","UNITED STATES OF AMERICA",75,68
"341",80,1972,"Oregon Dept Fish & Wildlife Flatfish Survey","WC",4,197204,"COMMANDO","RACE",1972-09-02,1972-09-13,388,"Y","N","Y","N","UNITED STATES OF AMERICA",75,77
"342",85,1973,"Tag Release/Recovery Survey","TAG",4,197301,"COMMANDO","RACE",1973-04-12,1973-04-16,389,"Y","N","Y","N","UNITED STATES OF AMERICA",95,506
"343",98,1973,"Oregon Dept Fish & Wildlife Flatfish Survey","WC",4,197305,"COMMANDO","RACE",1973-09-07,1973-10-04,390,"Y","N","Y","N","UNITED STATES OF AMERICA",75,91
"344",107,1974,"Oregon Dept Fish & Wildlife Flatfish Survey","WC",4,197409,"COMMANDO","RACE",1974-09-07,1974-10-02,391,"Y","N","Y","N","UNITED STATES OF AMERICA",75,104
"345",126,1975,"Pacific Hake Trawl Survey","WC",4,197504,"COMMANDO","RACE",1975-09-12,1975-10-02,392,"Y","N","Y","N","UNITED STATES OF AMERICA",14,109
"346",148,1977,"West Coast Triennial Shelf Bottom Trawl Survey","WC",4,197701,"COMMANDO","RACE",1977-07-04,1977-09-27,393,"Y","N","Y","N","UNITED STATES OF AMERICA",85,140
"347",229,1980,"West Coast Triennial Shelf Bottom Trawl Survey","WC",5,198001,"ARY LOU","RACE",1980-07-12,1980-09-27,394,"Y","N","Y","N","UNITED STATES OF AMERICA",85,197
"348",235,1980,"Widow Rockfish Study","WC",5,198002,"ARY LOU","RACE",1980-08-11,1980-08-13,395,"Y","N","Y","N","UNITED STATES OF AMERICA",5,184
"349",184,1979,"West Coast Pacific Ocean Perch Bottom Trawl Survey","WC",6,197901,"CALIFORNIA HORIZON","RACE",1979-04-18,1979-04-27,396,"Y","N","Y","N","UNITED STATES OF AMERICA",96,179
"350",31,1963,"IPHC Groundfish/Halibut Trawl Survey","GOA",603,196307,"ST.MICHAEL","RACE",1963-01-24,1963-03-19,336,"Y","N","Y","N","UNITED STATES OF AMERICA",33,39
"351",12,1961,"IPHC Groundfish/Halibut Trawl Survey","GOA",604,196108,"MORNING STAR","RACE",1961-05-13,1961-07-29,337,"Y","N","Y","N","UNITED STATES OF AMERICA",33,25
"352",16,1961,"IPHC Groundfish/Halibut Trawl Survey","GOA",604,196109,"MORNING STAR","RACE",1961-08-28,1961-11-27,338,"Y","N","Y","N","UNITED STATES OF AMERICA",33,26
"353",19,1962,"IPHC Groundfish/Halibut Trawl Survey","GOA",604,196207,"MORNING STAR","RACE",1962-02-02,1962-04-20,339,"Y","N","Y","N","UNITED STATES OF AMERICA",33,30
"354",24,1962,"IPHC Groundfish/Halibut Trawl Survey","GOA",606,196208,"WESTERN FLYER","RACE",1962-06-22,1962-08-27,340,"Y","N","Y","N","CANADA",33,31
"355",29,1962,"Exploratory Fisheries Cruise - Kenai","GOA",606,196209,"WESTERN FLYER","RACE",1962-09-11,1962-12-08,341,"Y","N","Y","N","CANADA",53,33
"356",4,1957,"Exploratory Fisheries Cruise - Shumagins","GOA",620,195701,"TORDENSKJOLD","RACE",1957-07-18,1957-09-29,343,"Y","N","Y","N","UNITED STATES OF AMERICA",68,19
"357",5,1957,"Exploratory Fisheries Cruise - Shumagins","GOA",620,195702,"TORDENSKJOLD","RACE",1957-09-06,1957-09-30,344,"Y","N","Y","N","UNITED STATES OF AMERICA",68,20
"358",66,1971,"IPHC Groundfish/Halibut Trawl Survey","GOA",626,197101,"DON EDWARDS","RACE",1971-07-09,1971-07-19,348,"Y","N","Y","N","UNITED STATES OF AMERICA",33,65
"359",11,1961,"IPHC Groundfish/Halibut Trawl Survey","GOA",630,196108,"ARTHUR H","RACE",1961-05-11,1961-07-29,349,"Y","N","Y","N","UNITED STATES OF AMERICA",33,25
"360",14,1961,"IPHC Groundfish/Halibut Trawl Survey","GOA",630,196109,"ARTHUR H","RACE",1961-08-19,1961-11-27,350,"Y","N","Y","N","UNITED STATES OF AMERICA",33,26
"361",20,1962,"IPHC Groundfish/Halibut Trawl Survey","GOA",630,196207,"ARTHUR H","RACE",1962-02-03,1962-04-20,351,"Y","N","Y","N","UNITED STATES OF AMERICA",33,30
"362",23,1962,"IPHC Groundfish/Halibut Trawl Survey","GOA",630,196208,"ARTHUR H","RACE",1962-06-22,1962-08-27,352,"Y","N","Y","N","UNITED STATES OF AMERICA",33,31
"363",30,1962,"Exploratory Fisheries Cruise - Kenai","GOA",630,196209,"ARTHUR H","RACE",1962-09-19,1962-10-19,353,"Y","N","Y","N","UNITED STATES OF AMERICA",53,33
"364",33,1963,"IPHC Groundfish/Halibut Trawl Survey","GOA",630,196307,"ARTHUR H","RACE",1963-03-01,1963-03-11,354,"Y","N","Y","N","UNITED STATES OF AMERICA",33,39
"365",149,1977,"US-Poland Cooperative Trawl Survey","GOA",723,197702,"SIEDLECKI","RACE",1977-07-04,1977-08-01,355,"Y","N","Y","N","POLAND",49,137
"366",13,1961,"Exploratory Fisheries Cruise - Yakutat","GOA",620,196101,"TORDENSKJOLD","RACE",1961-06-04,1961-09-14,345,"Y","N","Y","N","UNITED STATES OF AMERICA",61,27
"367",172,1978,"IPHC Groundfish/Halibut Trawl Survey","GOA",620,197801,"TORDENSKJOLD","RACE",1978-06-23,1978-08-17,347,"Y","N","Y","N","UNITED STATES OF AMERICA",33,149
"368",355,1985,"US-USSR Western Gulf Cooperative","GOA",764,198501,"POSEYDON ","RACE",1985-03-31,1985-08-07,356,"Y","N","Y","N","SOVIET UNION",43,309
"369",225,1980,"US-Korea Western Gulf Cooperative","GOA",765,198001,"PUSAN","RACE",1980-07-02,1980-08-15,357,"Y","N","Y","N","KOREA",45,189
"370",300,1982,"US-Korea Western Gulf Cooperative","GOA",765,198201,"PUSAN","RACE",1982-09-11,1982-10-13,359,"Y","N","Y","N","KOREA",45,251
"371",324,1983,"US-Korea Western Gulf Cooperative","GOA",765,198301,"PUSAN","RACE",1983-08-12,1983-09-02,360,"Y","N","Y","N","KOREA",45,267
"372",365,1985,"US-Korea Western Gulf Cooperative","GOA",765,198501,"PUSAN","RACE",1985-07-19,1985-08-15,361,"Y","N","Y","N","KOREA",45,310
"373",250,1981,"Gulf of Alaska Groundfish Survey","GOA",781,198101,"SHANTAR ","RACE",1981-03-14,1981-05-28,362,"Y","N","Y","N","SOVIET UNION",39,228
"374",284,1982,"US-USSR Western Gulf Cooperative","GOA",782,198201,"MYS. DALNIY ","RACE",1982-04-07,1982-07-27,364,"Y","N","Y","N","SOVIET UNION",43,249
"375",312,1983,"US-USSR Western Gulf Cooperative","GOA",783,198301,"MILOGRADOVA ","RACE",1983-04-22,1983-05-11,365,"Y","N","Y","N","SOVIET UNION",43,266
"376",370,1986,"US-Soviet Cooperative Trawl Survey","GOA",787,198601,"GISSAR ","RACE",1986-03-21,1986-03-28,366,"Y","N","Y","N","SOVIET UNION",51,325
"377",371,1986,"US-Soviet Cooperative Trawl Survey","GOA",787,198602,"GISSAR ","RACE",1986-03-30,1986-04-18,367,"Y","N","Y","N","SOVIET UNION",51,326
"378",252,1981,"Widow Rockfish Study","WC",1,198102,"CHAPMAN","RACE",1981-04-12,1981-04-24,370,"Y","N","Y","N","UNITED STATES OF AMERICA",5,215
"379",83,1973,"Tag Release/Recovery Survey","TAG",2,197301,"JOHN N. COBB","RACE",1973-02-26,1973-03-10,372,"Y","N","Y","N","UNITED STATES OF AMERICA",95,92
"380",99,1974,"Pacific Hake Trawl Survey","WC",2,197402,"JOHN N. COBB","RACE",1974-04-05,1974-05-09,374,"Y","N","Y","N","UNITED STATES OF AMERICA",14,99
"381",109,1974,"Tag Release/Recovery Survey","TAG",2,197405,"JOHN N. COBB","RACE",1974-09-23,1974-10-15,375,"Y","N","Y","N","UNITED STATES OF AMERICA",95,507
"382",166,1978,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",14,197802,"OREGON","RACE",1978-05-20,1978-07-07,97,"Y","N","Y","N","UNITED STATES OF AMERICA",98,160
"383",190,1979,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",14,197902,"OREGON","RACE",1979-05-25,1979-08-24,98,"Y","N","Y","N","UNITED STATES OF AMERICA",98,181
"384",91,1973,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",16,197303,"MARK I","RACE",1973-06-26,1973-07-18,100,"Y","N","Y","N","UNITED STATES OF AMERICA",98,97
"385",120,1975,"Eastern Bering Sea OCSEAP Trawl Survey","BS",17,197501,"ANNA MARIE","RACE",1975-08-07,1975-09-30,102,"Y","N","Y","N","UNITED STATES OF AMERICA",38,111
"386",133,1976,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",17,197601,"ANNA MARIE","RACE",1976-04-21,1976-06-13,103,"Y","N","Y","N","UNITED STATES OF AMERICA",98,129
"387",121,1975,"Eastern Bering Sea OCSEAP Trawl Survey","BS",19,197501,"PAT SAN MARIE","RACE",1975-08-07,1975-09-30,104,"Y","N","Y","N","UNITED STATES OF AMERICA",38,111
"388",132,1976,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",19,197601,"PAT SAN MARIE","RACE",1976-04-21,1976-06-20,105,"Y","N","Y","N","UNITED STATES OF AMERICA",98,129
"389",395,1987,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",19,198701,"PAT SAN MARIE","RACE",1987-06-03,1987-08-07,107,"Y","N","Y","N","UNITED STATES OF AMERICA",98,344
"390",151,1977,"Bering Sea Surf Clam Survey","BS",20,197701,"SMARAG","RACE",1977-07-10,1977-08-08,108,"Y","N","Y","N","UNITED STATES OF AMERICA",27,133
"391",122,1975,"Eastern Bering Sea OCSEAP Trawl Survey","BS",21,197501,"MILLER FREEMAN","RACE",1975-08-18,1975-10-20,109,"Y","N","Y","N","UNITED STATES OF AMERICA",38,111
"392",619,2006,"Shelikof pollock acoustic-trawl survey","GOA",21,200604,"MILLER FREEMAN","MACE",2006-03-15,2006-03-26,1283655,"Y","N","Y","N","UNITED STATES OF AMERICA",62,503
"393",620,2006,"Shumagin pollock acoustic-trawl survey","GOA",21,200601,"MILLER FREEMAN","MACE",2006-02-15,2006-02-19,1283335,"Y","N","Y","N","UNITED STATES OF AMERICA",63,504
"394",621,2006,"Bogoslof pollock acoustic-trawl survey","BS",21,200603,"MILLER FREEMAN","MACE",2006-03-05,2006-03-09,1283460,"Y","N","Y","N","UNITED STATES OF AMERICA",59,502
"395",622,2006,"Bering Sea shelf pollock acoustic-trawl survey","BS",21,200608,"MILLER FREEMAN","MACE",2006-06-09,2006-07-23,1284054,"Y","N","Y","N","UNITED STATES OF AMERICA",83,505
"396",625,2007,"Gulf of Alaska Bottom Trawl Survey","GOA",94,200701,"VESTERAALEN","RACE",2007-05-25,2007-08-07,-625,"Y","N","N","Y","UNITED STATES OF AMERICA",47,11
"397",140,1976,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey - Triennial Extension","BS",21,197602,"MILLER FREEMAN","NWAFC/S",1976-09-02,1976-10-09,111,"Y","N","Y","N","UNITED STATES OF AMERICA",112,124
"398",141,1976,"Chukchi Sea/Norton Sound Gillnet Survey","BS",21,197603,"MILLER FREEMAN","RACE",1976-09-03,1976-10-09,112,"Y","N","Y","N","UNITED STATES OF AMERICA",69,126
"399",161,1978,"Bering Sea shelf herring acoustic-trawl survey","BS",21,197800,"MILLER FREEMAN","MACE",1978-02-11,1978-03-09,113,"Y","N","Y","N","UNITED STATES OF AMERICA",82,155
"400",200,1979,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey - Triennial Extension","BS",21,197902,"MILLER FREEMAN","NWAFC/S",1979-07-26,1979-08-05,114,"Y","N","Y","N","UNITED STATES OF AMERICA",112,167
"401",195,1979,"Bering Sea shelf pollock acoustic-trawl survey","BS",21,197903,"MILLER FREEMAN","MACE",1979-06-10,1979-07-22,115,"Y","N","Y","N","UNITED STATES OF AMERICA",83,169
"402",276,1981,"Herring Bottom Trawl Survey","BS",21,198105,"MILLER FREEMAN","RACE",1981-09-21,1981-10-06,118,"Y","N","Y","N","UNITED STATES OF AMERICA",7,216
"403",278,1981,"Marine Mammal Feeding Study","BS",21,198106,"MILLER FREEMAN","RACE",1981-10-14,1981-11-04,119,"Y","N","Y","N","UNITED STATES OF AMERICA",28,223
"404",298,1982,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey - Triennial Extension","BS",21,198202,"MILLER FREEMAN","NWAFC/S",1982-09-01,1982-09-15,120,"Y","N","Y","N","UNITED STATES OF AMERICA",112,242
"405",302,1982,"Marine Mammal Feeding Study","BS",21,198203,"MILLER FREEMAN","RACE",1982-09-24,1982-10-08,121,"Y","N","Y","N","UNITED STATES OF AMERICA",28,248
"406",306,1983,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",21,198301,"MILLER FREEMAN","RACE",1983-02-12,1983-02-24,122,"Y","N","Y","N","UNITED STATES OF AMERICA",98,278
"407",344,1984,"Juvenile Pollock Cruise  (This should be REGION=HBS MACE )","BS",21,198404,"MILLER FREEMAN","RACE",1984-07-31,1984-08-19,123,"Y","N","Y","N","UNITED STATES OF AMERICA",103,302
"408",347,1984,"Bering Sea Oceanographic Front Identification","BS",21,198406,"MILLER FREEMAN","RACE",1984-08-28,1984-09-07,124,"Y","N","Y","N","UNITED STATES OF AMERICA",80,295
"409",353,1985,"Winter Groundfish Trawl Survey","BS",21,198501,"MILLER FREEMAN","RACE",1985-01-23,1985-02-14,125,"Y","N","Y","N","UNITED STATES OF AMERICA",12,303
"410",404,1988,"Bogoslof pollock acoustic-trawl survey","BS",21,198801,"MILLER FREEMAN","MACE",1988-01-07,1988-03-02,127,"Y","N","Y","N","UNITED STATES OF AMERICA",59,353
"411",413,1988,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey - Triennial Extension","BS",21,198808,"MILLER FREEMAN","RACE",1988-08-16,1988-09-22,128,"Y","N","Y","N","UNITED STATES OF AMERICA",112,360
"412",421,1989,"Bogoslof / SE Bering Sea shelf pollock acoustic-trawl survey","BS",21,198901,"MILLER FREEMAN","MACE",1989-01-21,1989-03-06,129,"Y","N","Y","N","UNITED STATES OF AMERICA",105,375
"413",451,1991,"Bogoslof / SE Bering Sea shelf pollock acoustic-trawl survey","BS",21,199101,"MILLER FREEMAN","MACE",1991-02-11,1991-03-15,130,"Y","N","Y","N","UNITED STATES OF AMERICA",105,395
"414",464,1992,"Bogoslof / SE Bering Sea shelf pollock acoustic-trawl survey","BS",21,199202,"MILLER FREEMAN","MACE",1992-02-22,1992-03-09,131,"Y","N","Y","N","UNITED STATES OF AMERICA",105,405
"415",169,1978,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey - Shrimp/Juvenile Pollock Survey","BS",27,197801,"HEIDI-J","RACE",1978-06-18,1978-07-06,138,"Y","N","Y","N","UNITED STATES OF AMERICA",114,163
"416",170,1978,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",28,197801,"PARAGON II","RACE",1978-06-18,1978-08-16,139,"Y","N","Y","N","UNITED STATES OF AMERICA",98,160
"417",188,1979,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",28,197901,"PARAGON II","RACE",1979-05-22,1979-08-19,140,"Y","N","Y","N","UNITED STATES OF AMERICA",98,181
"418",173,1978,"Bering Sea Surf Clam Survey","BS",29,197801,"SEA HAWK","RACE",1978-07-04,1978-08-08,141,"Y","N","Y","N","UNITED STATES OF AMERICA",27,147
"419",258,1981,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",37,198101,"ALASKA","RACE",1981-05-22,1981-07-20,143,"Y","N","Y","N","UNITED STATES OF AMERICA",98,240
